# Can_master	Can_node	Module	MCR	FADC_Board	Pixel_number	PixelID	FADC_Quad	FADC_Chan	x[mm]	y[mm]	
2	25	66	2	7	6	970	7	31	-315.9	196.42
2	25	66	2	7	7	1007	7	30	-303.75	217.46
2	25	66	2	7	8	1008	7	29	-279.45	217.46
2	25	66	2	7	9	935	8	34	-303.75	175.37
2	25	66	2	7	10	971	8	33	-291.6	196.42
2	25	66	2	7	11	972	8	36	-267.3	196.42
2	25	66	2	7	12	1009	8	35	-255.15	217.46
2	26	87	2	3	1	1104	9	40	303.75	259.55
2	26	87	2	3	2	1105	9	39	328.05	259.55
2	26	87	2	3	3	1139	9	38	340.2	280.59
2	26	87	2	3	4	1140	9	37	364.5	280.59
2	26	87	2	3	5	1068	10	44	315.9	238.5
2	26	87	2	3	6	1069	10	43	340.2	238.5
2	26	87	2	3	7	1106	10	42	352.35	259.55
2	26	87	2	3	8	1107	10	41	376.65	259.55
2	26	87	2	3	9	1034	11	46	352.35	217.46
2	26	87	2	3	10	1070	11	45	364.5	238.5
2	26	87	2	3	11	1071	11	48	388.8	238.5
2	26	87	2	3	12	1108	11	47	400.95	259.55
2	27	88	2	3	1	1165	3	16	230.85	301.64
2	27	88	2	3	2	1166	3	15	255.15	301.64
2	27	88	2	3	3	1194	3	14	267.3	322.68
2	27	88	2	3	4	1195	3	13	291.6	322.68
2	27	88	2	3	5	1135	4	20	243	280.59
2	27	88	2	3	6	1136	4	19	267.3	280.59
2	27	88	2	3	7	1167	4	18	279.45	301.64
2	27	88	2	3	8	1168	4	17	303.75	301.64
2	27	88	2	3	9	1103	5	22	279.45	259.55
2	27	88	2	3	10	1137	5	21	291.6	280.59
2	27	88	2	3	11	1138	5	24	315.9	280.59
2	27	88	2	3	12	1169	5	23	328.05	301.64
2	28	89	2	6	1	1214	9	40	157.95	343.73
2	28	89	2	6	2	1215	9	39	182.25	343.73
2	28	89	2	6	3	1237	9	38	194.4	364.77
2	28	89	2	6	4	1238	9	37	218.7	364.77
2	28	89	2	6	5	1190	10	44	170.1	322.68
2	28	89	2	6	6	1191	10	43	194.4	322.68
2	28	89	2	6	7	1216	10	42	206.55	343.73
2	28	89	2	6	8	1217	10	41	230.85	343.73
2	28	89	2	6	9	1164	11	46	206.55	301.64
2	28	89	2	6	10	1192	11	45	218.7	322.68
2	28	89	2	6	11	1193	11	48	243	322.68
2	28	89	2	6	12	1218	11	47	255.15	343.73
2	29	90	2	6	1	1251	3	16	85.05	385.81
2	29	90	2	6	2	1252	3	15	109.35	385.81
2	29	90	2	6	3	1268	3	14	121.5	406.86
2	29	90	2	6	4	1269	3	13	145.8	406.86
2	29	90	2	6	5	1233	4	20	97.2	364.77
2	29	90	2	6	6	1234	4	19	121.5	364.77
2	29	90	2	6	7	1253	4	18	133.65	385.81
2	29	90	2	6	8	1254	4	17	157.95	385.81
2	29	90	2	6	9	1213	5	22	133.65	343.73
2	29	90	2	6	10	1235	5	21	145.8	364.77
2	29	90	2	6	11	1236	5	24	170.1	364.77
2	29	90	2	6	12	1255	5	23	182.25	385.81
2	30	91	2	9	1	1276	9	40	12.15	427.9
2	30	91	2	9	2	1277	9	39	36.45	427.9
2	30	91	2	9	3	1287	9	38	48.6	448.95
2	30	91	2	9	4	1288	9	37	72.9	448.95
2	30	91	2	9	5	1264	10	44	24.3	406.86
2	30	91	2	9	6	1265	10	43	48.6	406.86
2	30	91	2	9	7	1278	10	42	60.75	427.9
2	30	91	2	9	8	1279	10	41	85.05	427.9
2	30	91	2	9	9	1250	11	46	60.75	385.81
2	30	91	2	9	10	1266	11	45	72.9	406.86
2	30	91	2	9	11	1267	11	48	97.2	406.86
2	30	91	2	9	12	1280	11	47	109.35	427.9
2	31	92	2	9	1	1289	3	16	-60.75	469.99
2	31	92	2	9	2	1290	3	15	-36.45	469.99
2	31	92	2	9	3	1294	3	14	-24.3	491.04
2	31	92	2	9	4	1295	3	13	0	491.04
2	31	92	2	9	5	1283	4	20	-48.6	448.95
2	31	92	2	9	6	1284	4	19	-24.3	448.95
2	31	92	2	9	7	1291	4	18	-12.15	469.99
2	31	92	2	9	8	1292	4	17	12.15	469.99
2	31	92	2	9	9	1275	5	22	-12.15	427.9
2	31	92	2	9	10	1285	5	21	0	448.95
2	31	92	2	9	11	1286	5	24	24.3	448.95
2	31	92	2	9	12	1293	5	23	36.45	469.99
2	32	93	2	9	1	1270	0	4	-133.65	427.9
2	32	93	2	9	2	1271	0	3	-109.35	427.9
2	32	93	2	9	3	1281	0	2	-97.2	448.95
2	32	93	2	9	4	1282	0	1	-72.9	448.95
2	32	93	2	9	5	1258	1	8	-121.5	406.86
2	32	93	2	9	6	1259	1	7	-97.2	406.86
2	32	93	2	9	7	1272	1	6	-85.05	427.9
2	32	93	2	9	8	1273	1	5	-60.75	427.9
2	32	93	2	9	9	1244	2	10	-85.05	385.81
2	32	93	2	9	10	1260	2	9	-72.9	406.86
2	32	93	2	9	11	1261	2	12	-48.6	406.86
2	32	93	2	9	12	1274	2	11	-36.45	427.9
2	33	94	2	8	1	1239	3	16	-206.55	385.81
2	33	94	2	8	2	1240	3	15	-182.25	385.81
2	33	94	2	8	3	1256	3	14	-170.1	406.86
2	33	94	2	8	4	1257	3	13	-145.8	406.86
2	33	94	2	8	5	1221	4	20	-194.4	364.77
2	33	94	2	8	6	1222	4	19	-170.1	364.77
2	33	94	2	8	7	1241	4	18	-157.95	385.81
2	33	94	2	8	8	1242	4	17	-133.65	385.81
2	33	94	2	8	9	1201	5	22	-157.95	343.73
2	33	94	2	8	10	1223	5	21	-145.8	364.77
2	33	94	2	8	11	1224	5	24	-121.5	364.77
2	33	94	2	8	12	1243	5	23	-109.35	385.81
2	34	95	2	8	1	1196	0	4	-279.45	343.73
2	34	95	2	8	2	1197	0	3	-255.15	343.73
2	34	95	2	8	3	1219	0	2	-243	364.77
2	34	95	2	8	4	1220	0	1	-218.7	364.77
2	34	95	2	8	5	1172	1	8	-267.3	322.68
2	34	95	2	8	6	1173	1	7	-243	322.68
2	34	95	2	8	7	1198	1	6	-230.85	343.73
2	34	95	2	8	8	1199	1	5	-206.55	343.73
2	34	95	2	8	9	1146	2	10	-230.85	301.64
2	34	95	2	8	10	1174	2	9	-218.7	322.68
2	34	95	2	8	11	1175	2	12	-194.4	322.68
2	34	95	2	8	12	1200	2	11	-182.25	343.73
2	35	96	2	7	1	1141	3	16	-352.35	301.64
2	35	96	2	7	2	1142	3	15	-328.05	301.64
2	35	96	2	7	3	1170	3	14	-315.9	322.68
2	35	96	2	7	4	1171	3	13	-291.6	322.68
2	35	96	2	7	5	1111	4	20	-340.2	280.59
2	35	96	2	7	6	1112	4	19	-315.9	280.59
2	35	96	2	7	7	1143	4	18	-303.75	301.64
2	35	96	2	7	8	1144	4	17	-279.45	301.64
2	35	96	2	7	9	1079	5	22	-303.75	259.55
2	35	96	2	7	10	1113	5	21	-291.6	280.59
2	35	96	2	7	11	1114	5	24	-267.3	280.59
2	35	96	2	7	12	1145	5	23	-255.15	301.64
2	36	97	2	7	1	1074	0	4	-425.25	259.55
2	36	97	2	7	2	1075	0	3	-400.95	259.55
2	36	97	2	7	3	1109	0	2	-388.8	280.59
2	36	97	2	7	4	1110	0	1	-364.5	280.59
2	36	97	2	7	5	1038	1	8	-413.1	238.5
2	36	97	2	7	6	1039	1	7	-388.8	238.5
2	36	97	2	7	7	1076	1	6	-376.65	259.55
2	36	97	2	7	8	1077	1	5	-352.35	259.55
2	36	97	2	7	9	1004	2	10	-376.65	217.46
2	36	97	2	7	10	1040	2	9	-364.5	238.5
2	36	97	2	7	11	1041	2	12	-340.2	238.5
2	36	97	2	7	12	1078	2	11	-328.05	259.55
3	1	3	3	1	1	515	6	28	-12.15	-77.16
3	1	3	3	1	2	550	6	27	-24.3	-56.12
3	1	3	3	1	3	549	6	26	-48.6	-56.12
3	1	3	3	1	4	585	6	25	-60.75	-35.07
3	1	3	3	1	5	551	7	32	0	-56.12
3	1	3	3	1	6	587	7	31	-12.15	-35.07
3	1	3	3	1	7	586	7	30	-36.45	-35.07
3	1	3	3	1	8	621	7	29	-48.6	-14.03
3	1	3	3	1	9	623	8	34	0	-14.03
3	1	3	3	1	10	622	8	33	-24.3	-14.03
3	1	3	3	1	11	658	8	36	-36.45	7.01
3	1	3	3	1	12	657	8	35	-60.75	7.01
3	2	10	3	1	1	584	9	40	-85.05	-35.07
3	2	10	3	1	2	619	9	39	-97.2	-14.03
3	2	10	3	1	3	618	9	38	-121.5	-14.03
3	2	10	3	1	4	654	9	37	-133.65	7.01
3	2	10	3	1	5	620	10	44	-72.9	-14.03
3	2	10	3	1	6	656	10	43	-85.05	7.01
3	2	10	3	1	7	655	10	42	-109.35	7.01
3	2	10	3	1	8	690	10	41	-121.5	28.06
3	2	10	3	1	9	692	11	46	-72.9	28.06
3	2	10	3	1	10	691	11	45	-97.2	28.06
3	2	10	3	1	11	727	11	48	-109.35	49.1
3	2	10	3	1	12	726	11	47	-133.65	49.1
3	3	11	3	1	1	440	3	16	-85.05	-119.25
3	3	11	3	1	2	475	3	15	-97.2	-98.21
3	3	11	3	1	3	474	3	14	-121.5	-98.21
3	3	11	3	1	4	510	3	13	-133.65	-77.16
3	3	11	3	1	5	476	4	20	-72.9	-98.21
3	3	11	3	1	6	512	4	19	-85.05	-77.16
3	3	11	3	1	7	511	4	18	-109.35	-77.16
3	3	11	3	1	8	546	4	17	-121.5	-56.12
3	3	11	3	1	9	548	5	22	-72.9	-56.12
3	3	11	3	1	10	547	5	21	-97.2	-56.12
3	3	11	3	1	11	583	5	24	-109.35	-35.07
3	3	11	3	1	12	582	5	23	-133.65	-35.07
3	4	12	3	1	1	371	0	4	-12.15	-161.34
3	4	12	3	1	2	406	0	3	-24.3	-140.3
3	4	12	3	1	3	405	0	2	-48.6	-140.3
3	4	12	3	1	4	441	0	1	-60.75	-119.25
3	4	12	3	1	5	407	1	8	0	-140.3
3	4	12	3	1	6	443	1	7	-12.15	-119.25
3	4	12	3	1	7	442	1	6	-36.45	-119.25
3	4	12	3	1	8	477	1	5	-48.6	-98.21
3	4	12	3	1	9	479	2	10	0	-98.21
3	4	12	3	1	10	478	2	9	-24.3	-98.21
3	4	12	3	1	11	514	2	12	-36.45	-77.16
3	4	12	3	1	12	513	2	11	-60.75	-77.16
3	5	23	3	2	1	653	6	28	-157.95	7.01
3	5	23	3	2	2	688	6	27	-170.1	28.06
3	5	23	3	2	3	687	6	26	-194.4	28.06
3	5	23	3	2	4	723	6	25	-206.55	49.1
3	5	23	3	2	5	689	7	32	-145.8	28.06
3	5	23	3	2	6	725	7	31	-157.95	49.1
3	5	23	3	2	7	724	7	30	-182.25	49.1
3	5	23	3	2	8	759	7	29	-194.4	70.15
3	5	23	3	2	9	761	8	34	-145.8	70.15
3	5	23	3	2	10	760	8	33	-170.1	70.15
3	5	23	3	2	11	796	8	36	-182.25	91.19
3	5	23	3	2	12	795	8	35	-206.55	91.19
3	6	24	3	2	1	509	0	4	-157.95	-77.16
3	6	24	3	2	2	544	0	3	-170.1	-56.12
3	6	24	3	2	3	543	0	2	-194.4	-56.12
3	6	24	3	2	4	579	0	1	-206.55	-35.07
3	6	24	3	2	5	545	1	8	-145.8	-56.12
3	6	24	3	2	6	581	1	7	-157.95	-35.07
3	6	24	3	2	7	580	1	6	-182.25	-35.07
3	6	24	3	2	8	615	1	5	-194.4	-14.03
3	6	24	3	2	9	617	2	10	-145.8	-14.03
3	6	24	3	2	10	616	2	9	-170.1	-14.03
3	6	24	3	2	11	652	2	12	-182.25	7.01
3	6	24	3	2	12	651	2	11	-206.55	7.01
3	7	25	3	5	1	365	6	28	-157.95	-161.34
3	7	25	3	5	2	400	6	27	-170.1	-140.3
3	7	25	3	5	3	399	6	26	-194.4	-140.3
3	7	25	3	5	4	435	6	25	-206.55	-119.25
3	7	25	3	5	5	401	7	32	-145.8	-140.3
3	7	25	3	5	6	437	7	31	-157.95	-119.25
3	7	25	3	5	7	436	7	30	-182.25	-119.25
3	7	25	3	5	8	471	7	29	-194.4	-98.21
3	7	25	3	5	9	473	8	34	-145.8	-98.21
3	7	25	3	5	10	472	8	33	-170.1	-98.21
3	7	25	3	5	11	508	8	36	-182.25	-77.16
3	7	25	3	5	12	507	8	35	-206.55	-77.16
3	8	26	3	4	1	296	9	40	-85.05	-203.43
3	8	26	3	4	2	331	9	39	-97.2	-182.39
3	8	26	3	4	3	330	9	38	-121.5	-182.39
3	8	26	3	4	4	366	9	37	-133.65	-161.34
3	8	26	3	4	5	332	10	44	-72.9	-182.39
3	8	26	3	4	6	368	10	43	-85.05	-161.34
3	8	26	3	4	7	367	10	42	-109.35	-161.34
3	8	26	3	4	8	402	10	41	-121.5	-140.3
3	8	26	3	4	9	404	11	46	-72.9	-140.3
3	8	26	3	4	10	403	11	45	-97.2	-140.3
3	8	26	3	4	11	439	11	48	-109.35	-119.25
3	8	26	3	4	12	438	11	47	-133.65	-119.25
3	9	27	3	4	1	227	6	28	-12.15	-245.52
3	9	27	3	4	2	262	6	27	-24.3	-224.47
3	9	27	3	4	3	261	6	26	-48.6	-224.47
3	9	27	3	4	4	297	6	25	-60.75	-203.43
3	9	27	3	4	5	263	7	32	0	-224.47
3	9	27	3	4	6	299	7	31	-12.15	-203.43
3	9	27	3	4	7	298	7	30	-36.45	-203.43
3	9	27	3	4	8	333	7	29	-48.6	-182.39
3	9	27	3	4	9	335	8	34	0	-182.39
3	9	27	3	4	10	334	8	33	-24.3	-182.39
3	9	27	3	4	11	370	8	36	-36.45	-161.34
3	9	27	3	4	12	369	8	35	-60.75	-161.34
3	10	42	3	2	1	722	9	40	-230.85	49.1
3	10	42	3	2	2	757	9	39	-243	70.15
3	10	42	3	2	3	756	9	38	-267.3	70.15
3	10	42	3	2	4	792	9	37	-279.45	91.19
3	10	42	3	2	5	758	10	44	-218.7	70.15
3	10	42	3	2	6	794	10	43	-230.85	91.19
3	10	42	3	2	7	793	10	42	-255.15	91.19
3	10	42	3	2	8	828	10	41	-267.3	112.24
3	10	42	3	2	9	830	11	46	-218.7	112.24
3	10	42	3	2	10	829	11	45	-243	112.24
3	10	42	3	2	11	865	11	48	-255.15	133.28
3	10	42	3	2	12	864	11	47	-279.45	133.28
3	11	43	3	2	1	578	3	16	-230.85	-35.07
3	11	43	3	2	2	613	3	15	-243	-14.03
3	11	43	3	2	3	612	3	14	-267.3	-14.03
3	11	43	3	2	4	648	3	13	-279.45	7.01
3	11	43	3	2	5	614	4	20	-218.7	-14.03
3	11	43	3	2	6	650	4	19	-230.85	7.01
3	11	43	3	2	7	649	4	18	-255.15	7.01
3	11	43	3	2	8	684	4	17	-267.3	28.06
3	11	43	3	2	9	686	5	22	-218.7	28.06
3	11	43	3	2	10	685	5	21	-243	28.06
3	11	43	3	2	11	721	5	24	-255.15	49.1
3	11	43	3	2	12	720	5	23	-279.45	49.1
3	12	44	3	5	1	434	9	40	-230.85	-119.25
3	12	44	3	5	2	469	9	39	-243	-98.21
3	12	44	3	5	3	468	9	38	-267.3	-98.21
3	12	44	3	5	4	504	9	37	-279.45	-77.16
3	12	44	3	5	5	470	10	44	-218.7	-98.21
3	12	44	3	5	6	506	10	43	-230.85	-77.16
3	12	44	3	5	7	505	10	42	-255.15	-77.16
3	12	44	3	5	8	540	10	41	-267.3	-56.12
3	12	44	3	5	9	542	11	46	-218.7	-56.12
3	12	44	3	5	10	541	11	45	-243	-56.12
3	12	44	3	5	11	577	11	48	-255.15	-35.07
3	12	44	3	5	12	576	11	47	-279.45	-35.07
3	13	45	3	5	1	290	3	16	-230.85	-203.43
3	13	45	3	5	2	325	3	15	-243	-182.39
3	13	45	3	5	3	324	3	14	-267.3	-182.39
3	13	45	3	5	4	360	3	13	-279.45	-161.34
3	13	45	3	5	5	326	4	20	-218.7	-182.39
3	13	45	3	5	6	362	4	19	-230.85	-161.34
3	13	45	3	5	7	361	4	18	-255.15	-161.34
3	13	45	3	5	8	396	4	17	-267.3	-140.3
3	13	45	3	5	9	398	5	22	-218.7	-140.3
3	13	45	3	5	10	397	5	21	-243	-140.3
3	13	45	3	5	11	433	5	24	-255.15	-119.25
3	13	45	3	5	12	432	5	23	-279.45	-119.25
3	14	46	3	5	1	221	0	4	-157.95	-245.52
3	14	46	3	5	2	256	0	3	-170.1	-224.47
3	14	46	3	5	3	255	0	2	-194.4	-224.47
3	14	46	3	5	4	291	0	1	-206.55	-203.43
3	14	46	3	5	5	257	1	8	-145.8	-224.47
3	14	46	3	5	6	293	1	7	-157.95	-203.43
3	14	46	3	5	7	292	1	6	-182.25	-203.43
3	14	46	3	5	8	327	1	5	-194.4	-182.39
3	14	46	3	5	9	329	2	10	-145.8	-182.39
3	14	46	3	5	10	328	2	9	-170.1	-182.39
3	14	46	3	5	11	364	2	12	-182.25	-161.34
3	14	46	3	5	12	363	2	11	-206.55	-161.34
3	15	47	3	4	1	157	3	16	-85.05	-287.61
3	15	47	3	4	2	189	3	15	-97.2	-266.56
3	15	47	3	4	3	188	3	14	-121.5	-266.56
3	15	47	3	4	4	222	3	13	-133.65	-245.52
3	15	47	3	4	5	190	4	20	-72.9	-266.56
3	15	47	3	4	6	224	4	19	-85.05	-245.52
3	15	47	3	4	7	223	4	18	-109.35	-245.52
3	15	47	3	4	8	258	4	17	-121.5	-224.47
3	15	47	3	4	9	260	5	22	-72.9	-224.47
3	15	47	3	4	10	259	5	21	-97.2	-224.47
3	15	47	3	4	11	295	5	24	-109.35	-203.43
3	15	47	3	4	12	294	5	23	-133.65	-203.43
3	16	48	3	4	1	104	0	4	-12.15	-329.7
3	16	48	3	4	2	130	0	3	-24.3	-308.65
3	16	48	3	4	3	129	0	2	-48.6	-308.65
3	16	48	3	4	4	158	0	1	-60.75	-287.61
3	16	48	3	4	5	131	1	8	0	-308.65
3	16	48	3	4	6	160	1	7	-12.15	-287.61
3	16	48	3	4	7	159	1	6	-36.45	-287.61
3	16	48	3	4	8	191	1	5	-48.6	-266.56
3	16	48	3	4	9	193	2	10	0	-266.56
3	16	48	3	4	10	192	2	9	-24.3	-266.56
3	16	48	3	4	11	226	2	12	-36.45	-245.52
3	16	48	3	4	12	225	2	11	-60.75	-245.52
3	17	67	3	3	1	791	6	28	-303.75	91.19
3	17	67	3	3	2	826	6	27	-315.9	112.24
3	17	67	3	3	3	825	6	26	-340.2	112.24
3	17	67	3	3	4	861	6	25	-352.35	133.28
3	17	67	3	3	5	827	7	32	-291.6	112.24
3	17	67	3	3	6	863	7	31	-303.75	133.28
3	17	67	3	3	7	862	7	30	-328.05	133.28
3	17	67	3	3	8	897	7	29	-340.2	154.33
3	17	67	3	3	9	899	8	34	-291.6	154.33
3	17	67	3	3	10	898	8	33	-315.9	154.33
3	17	67	3	3	11	934	8	36	-328.05	175.37
3	17	67	3	3	12	933	8	35	-352.35	175.37
3	18	68	3	3	1	647	0	4	-303.75	7.01
3	18	68	3	3	2	682	0	3	-315.9	28.06
3	18	68	3	3	3	681	0	2	-340.2	28.06
3	18	68	3	3	4	717	0	1	-352.35	49.1
3	18	68	3	3	5	683	1	8	-291.6	28.06
3	18	68	3	3	6	719	1	7	-303.75	49.1
3	18	68	3	3	7	718	1	6	-328.05	49.1
3	18	68	3	3	8	753	1	5	-340.2	70.15
3	18	68	3	3	9	755	2	10	-291.6	70.15
3	18	68	3	3	10	754	2	9	-315.9	70.15
3	18	68	3	3	11	790	2	12	-328.05	91.19
3	18	68	3	3	12	789	2	11	-352.35	91.19
3	19	69	3	6	1	503	6	28	-303.75	-77.16
3	19	69	3	6	2	538	6	27	-315.9	-56.12
3	19	69	3	6	3	537	6	26	-340.2	-56.12
3	19	69	3	6	4	573	6	25	-352.35	-35.07
3	19	69	3	6	5	539	7	32	-291.6	-56.12
3	19	69	3	6	6	575	7	31	-303.75	-35.07
3	19	69	3	6	7	574	7	30	-328.05	-35.07
3	19	69	3	6	8	609	7	29	-340.2	-14.03
3	19	69	3	6	9	611	8	34	-291.6	-14.03
3	19	69	3	6	10	610	8	33	-315.9	-14.03
3	19	69	3	6	11	646	8	36	-328.05	7.01
3	19	69	3	6	12	645	8	35	-352.35	7.01
3	20	70	3	6	1	359	0	4	-303.75	-161.34
3	20	70	3	6	2	394	0	3	-315.9	-140.3
3	20	70	3	6	3	393	0	2	-340.2	-140.3
3	20	70	3	6	4	429	0	1	-352.35	-119.25
3	20	70	3	6	5	395	1	8	-291.6	-140.3
3	20	70	3	6	6	431	1	7	-303.75	-119.25
3	20	70	3	6	7	430	1	6	-328.05	-119.25
3	20	70	3	6	8	465	1	5	-340.2	-98.21
3	20	70	3	6	9	467	2	10	-291.6	-98.21
3	20	70	3	6	10	466	2	9	-315.9	-98.21
3	20	70	3	6	11	502	2	12	-328.05	-77.16
3	20	70	3	6	12	501	2	11	-352.35	-77.16
3	21	71	3	9	1	215	6	28	-303.75	-245.52
3	21	71	3	9	2	250	6	27	-315.9	-224.47
3	21	71	3	9	3	249	6	26	-340.2	-224.47
3	21	71	3	9	4	285	6	25	-352.35	-203.43
3	21	71	3	9	5	251	7	32	-291.6	-224.47
3	21	71	3	9	6	287	7	31	-303.75	-203.43
3	21	71	3	9	7	286	7	30	-328.05	-203.43
3	21	71	3	9	8	321	7	29	-340.2	-182.39
3	21	71	3	9	9	323	8	34	-291.6	-182.39
3	21	71	3	9	10	322	8	33	-315.9	-182.39
3	21	71	3	9	11	358	8	36	-328.05	-161.34
3	21	71	3	9	12	357	8	35	-352.35	-161.34
3	22	72	3	8	1	151	9	40	-230.85	-287.61
3	22	72	3	8	2	183	9	39	-243	-266.56
3	22	72	3	8	3	182	9	38	-267.3	-266.56
3	22	72	3	8	4	216	9	37	-279.45	-245.52
3	22	72	3	8	5	184	10	44	-218.7	-266.56
3	22	72	3	8	6	218	10	43	-230.85	-245.52
3	22	72	3	8	7	217	10	42	-255.15	-245.52
3	22	72	3	8	8	252	10	41	-267.3	-224.47
3	22	72	3	8	9	254	11	46	-218.7	-224.47
3	22	72	3	8	10	253	11	45	-243	-224.47
3	22	72	3	8	11	289	11	48	-255.15	-203.43
3	22	72	3	8	12	288	11	47	-279.45	-203.43
3	23	73	3	8	1	98	6	28	-157.95	-329.7
3	23	73	3	8	2	124	6	27	-170.1	-308.65
3	23	73	3	8	3	123	6	26	-194.4	-308.65
3	23	73	3	8	4	152	6	25	-206.55	-287.61
3	23	73	3	8	5	125	7	32	-145.8	-308.65
3	23	73	3	8	6	154	7	31	-157.95	-287.61
3	23	73	3	8	7	153	7	30	-182.25	-287.61
3	23	73	3	8	8	185	7	29	-194.4	-266.56
3	23	73	3	8	9	187	8	34	-145.8	-266.56
3	23	73	3	8	10	186	8	33	-170.1	-266.56
3	23	73	3	8	11	220	8	36	-182.25	-245.52
3	23	73	3	8	12	219	8	35	-206.55	-245.52
3	24	74	3	7	1	57	9	40	-85.05	-371.79
3	24	74	3	7	2	77	9	39	-97.2	-350.74
3	24	74	3	7	3	76	9	38	-121.5	-350.74
3	24	74	3	7	4	99	9	37	-133.65	-329.7
3	24	74	3	7	5	78	10	44	-72.9	-350.74
3	24	74	3	7	6	101	10	43	-85.05	-329.7
3	24	74	3	7	7	100	10	42	-109.35	-329.7
3	24	74	3	7	8	126	10	41	-121.5	-308.65
3	24	74	3	7	9	128	11	46	-72.9	-308.65
3	24	74	3	7	10	127	11	45	-97.2	-308.65
3	24	74	3	7	11	156	11	48	-109.35	-287.61
3	24	74	3	7	12	155	11	47	-133.65	-287.61
3	25	75	3	7	1	28	6	28	-12.15	-413.87
3	25	75	3	7	2	42	6	27	-24.3	-392.83
3	25	75	3	7	3	41	6	26	-48.6	-392.83
3	25	75	3	7	4	58	6	25	-60.75	-371.79
3	25	75	3	7	5	43	7	32	0	-392.83
3	25	75	3	7	6	60	7	31	-12.15	-371.79
3	25	75	3	7	7	59	7	30	-36.45	-371.79
3	25	75	3	7	8	79	7	29	-48.6	-350.74
3	25	75	3	7	9	81	8	34	0	-350.74
3	25	75	3	7	10	80	8	33	-24.3	-350.74
3	25	75	3	7	11	103	8	36	-36.45	-329.7
3	25	75	3	7	12	102	8	35	-60.75	-329.7
3	26	98	3	3	1	860	9	40	-376.65	133.28
3	26	98	3	3	2	895	9	39	-388.8	154.33
3	26	98	3	3	3	894	9	38	-413.1	154.33
3	26	98	3	3	4	930	9	37	-425.25	175.37
3	26	98	3	3	5	896	10	44	-364.5	154.33
3	26	98	3	3	6	932	10	43	-376.65	175.37
3	26	98	3	3	7	931	10	42	-400.95	175.37
3	26	98	3	3	8	966	10	41	-413.1	196.42
3	26	98	3	3	9	968	11	46	-364.5	196.42
3	26	98	3	3	10	967	11	45	-388.8	196.42
3	26	98	3	3	11	1003	11	48	-400.95	217.46
3	26	98	3	3	12	1002	11	47	-425.25	217.46
3	27	99	3	3	1	716	3	16	-376.65	49.1
3	27	99	3	3	2	751	3	15	-388.8	70.15
3	27	99	3	3	3	750	3	14	-413.1	70.15
3	27	99	3	3	4	786	3	13	-425.25	91.19
3	27	99	3	3	5	752	4	20	-364.5	70.15
3	27	99	3	3	6	788	4	19	-376.65	91.19
3	27	99	3	3	7	787	4	18	-400.95	91.19
3	27	99	3	3	8	822	4	17	-413.1	112.24
3	27	99	3	3	9	824	5	22	-364.5	112.24
3	27	99	3	3	10	823	5	21	-388.8	112.24
3	27	99	3	3	11	859	5	24	-400.95	133.28
3	27	99	3	3	12	858	5	23	-425.25	133.28
3	28	100	3	6	1	572	9	40	-376.65	-35.07
3	28	100	3	6	2	607	9	39	-388.8	-14.03
3	28	100	3	6	3	606	9	38	-413.1	-14.03
3	28	100	3	6	4	642	9	37	-425.25	7.01
3	28	100	3	6	5	608	10	44	-364.5	-14.03
3	28	100	3	6	6	644	10	43	-376.65	7.01
3	28	100	3	6	7	643	10	42	-400.95	7.01
3	28	100	3	6	8	678	10	41	-413.1	28.06
3	28	100	3	6	9	680	11	46	-364.5	28.06
3	28	100	3	6	10	679	11	45	-388.8	28.06
3	28	100	3	6	11	715	11	48	-400.95	49.1
3	28	100	3	6	12	714	11	47	-425.25	49.1
3	29	101	3	6	1	428	3	16	-376.65	-119.25
3	29	101	3	6	2	463	3	15	-388.8	-98.21
3	29	101	3	6	3	462	3	14	-413.1	-98.21
3	29	101	3	6	4	498	3	13	-425.25	-77.16
3	29	101	3	6	5	464	4	20	-364.5	-98.21
3	29	101	3	6	6	500	4	19	-376.65	-77.16
3	29	101	3	6	7	499	4	18	-400.95	-77.16
3	29	101	3	6	8	534	4	17	-413.1	-56.12
3	29	101	3	6	9	536	5	22	-364.5	-56.12
3	29	101	3	6	10	535	5	21	-388.8	-56.12
3	29	101	3	6	11	571	5	24	-400.95	-35.07
3	29	101	3	6	12	570	5	23	-425.25	-35.07
3	30	102	3	9	1	284	9	40	-376.65	-203.43
3	30	102	3	9	2	319	9	39	-388.8	-182.39
3	30	102	3	9	3	318	9	38	-413.1	-182.39
3	30	102	3	9	4	354	9	37	-425.25	-161.34
3	30	102	3	9	5	320	10	44	-364.5	-182.39
3	30	102	3	9	6	356	10	43	-376.65	-161.34
3	30	102	3	9	7	355	10	42	-400.95	-161.34
3	30	102	3	9	8	390	10	41	-413.1	-140.3
3	30	102	3	9	9	392	11	46	-364.5	-140.3
3	30	102	3	9	10	391	11	45	-388.8	-140.3
3	30	102	3	9	11	427	11	48	-400.95	-119.25
3	30	102	3	9	12	426	11	47	-425.25	-119.25
3	31	103	3	9	1	145	3	16	-376.65	-287.61
3	31	103	3	9	2	177	3	15	-388.8	-266.56
3	31	103	3	9	3	176	3	14	-413.1	-266.56
3	31	103	3	9	4	210	3	13	-425.25	-245.52
3	31	103	3	9	5	178	4	20	-364.5	-266.56
3	31	103	3	9	6	212	4	19	-376.65	-245.52
